TV Id,Regulation Start Date,TVS Id,Regulation Id,Protected Location Id,Protected Location (4),Elemental-Integrado,Protected Location Type,ERD-ARR,Regulation Reason Name
LEMDARR,2/21/2019,LECMFMP,LEMDA21,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,2/21/2019,LECMFMP,ZGZ21A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECSRTA,2/21/2019,LECSFMP,RTA21E,LECSRTA,LECS,integrado,Airspace,ERD,C - ATC Capacity
GCRRARR,2/22/2019,GCCCFMP,GCRRA22,GCRR,GCRR,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,2/22/2019,LEBLTMA,LEBLA22,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
GCCCLPF,2/23/2019,GCCCFMP,GCLPF23,GCCCIGC,GCCC,elemental,Airspace,ERD,W - Weather
GCCCRNE,2/23/2019,GCCCFMP,GCRNE23,GCCCRNE,GCCC,elemental,Airspace,ERD,C - ATC Capacity
GCCCRCS,2/23/2019,GCCCFMP,GCRCS23,GCCCRCS,GCCC,integrado,Airspace,ERD,C - ATC Capacity
LECLSUE,2/23/2019,LECLTAC,LECLSU23,LECLSUE,LECL,integrado,Airspace,ERD,C - ATC Capacity
FL5PAU,2/23/2019,LECMFMP,FL5PA23E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5PAU,2/23/2019,LECMFMP,FL5PA23M,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,2/23/2019,LECMFMP,LEMDA23M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL7PAU,2/23/2019,LECMFMP,FL7PAU23,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAU,2/23/2019,LECMFMP,SAU23,LECMSAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL1SAU,2/23/2019,LECMFMP,FL1SAU23,LECMSAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR2NO1,2/23/2019,LECSFMP,RR2NO123,LECSNO1,LECS,integrado,Airspace,ERD,C - ATC Capacity
GCCCCWS,2/24/2019,GCCCFMP,GCCWS24M,GCCCCWS,GCCC,integrado,Airspace,ERD,C - ATC Capacity
GCCCRU6,2/24/2019,GCCCFMP,GCRU624,GCCCRU6,GCCC,integrado,Airspace,ERD,C - ATC Capacity
FL1DGU,2/24/2019,LECMFMP,FL1DGU24,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5ZMU32,2/24/2019,LECMFMP,FL5ZM324,LECMZUM,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEBLDDI1,2/25/2019,LEBLTMA,LEDDI125,LEBLDDI,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBL14W1,2/25/2019,LEBLTMA,LE14W125,LEBL14W,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBL14W1,2/25/2019,LEBLTMA,LE14W25A,LEBL14W,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,2/25/2019,LEBLTMA,LEBLA25,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LEMDARR,2/25/2019,LECMFMP,LEMDA25M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,2/25/2019,LECMFMP,LEMDA25,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL5PAU,2/25/2019,LECMFMP,FL5PAU25,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECLTMS,2/26/2019,LECLTAC,LECLTM26,LECLTMS,LECL,integrado,Airspace,ERD,C - ATC Capacity
LECMPAI,2/27/2019,LECMFMP,PAI27M,LECMPAI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,2/27/2019,LECMFMP,LEMDA27,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,2/28/2019,LEBLTMA,LEBLA28,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LEBLARR,2/28/2019,LEBLTMA,LEBLA28L,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LECBLGU,2/28/2019,LECBFMPW,LELGU28,LECBLGU,LECB,elemental,Airspace,ERD,S - ATC Staffing
LEMDARR,2/28/2019,LECMFMP,LEMDA28,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,2/28/2019,LECMFMP,ZGZ28A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMGARR1,2/28/2019,LECSFMP,LEMGA28,LEMG,LEMG,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,3/1/2019,LEBLTMA,LEBLA01,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LEBLARR,3/1/2019,LEBLTMA,LEBLA01L,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LECBCVN,3/1/2019,LECBFMPE,LECVN01,LECBCVN,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLGU,3/1/2019,LECBFMPW,LELGU01M,LECBLGU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/1/2019,LECMFMP,LEMDA01M,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEPAARR,3/1/2019,LECPFMP,LEPAA01,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,W - Weather
RR2BA1,3/1/2019,LECSFMP,RR2BA101,LECSBA1,LECS,elemental,Airspace,ERD,C - ATC Capacity
RR1CEN,3/1/2019,LECSFMP,RR1CEN01,LECSCEN,LECS,elemental,Airspace,ERD,C - ATC Capacity
RR2KORAL,3/2/2019,GCCCFMP,RR2KOR02,GCCCRNE,GCCC,elemental,Airspace,ERD,C - ATC Capacity
GCCCRNE,3/2/2019,GCCCFMP,GCRNE02,GCCCRNE,GCCC,elemental,Airspace,ERD,C - ATC Capacity
GCFVARR,3/2/2019,GCCCFMP,GCFVA02,GCFV,GCFV,elemental,Aerodrome,ARR,C - ATC Capacity
GCACARR,3/2/2019,GCCCFMP,GCACA02,GCRR/FV,GCRR,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
FL4LVU,3/2/2019,LECBFMPW,FL4LVU02,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLGU,3/2/2019,LECBFMPW,LELGU02,LECBLGU,LECB,elemental,Airspace,ERD,C - ATC Capacity
FL2ZMU34,3/2/2019,LECMFMP,FL2ZMU02,LECMZMU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5TLU,3/2/2019,LECMFMP,FL5TLU02,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/2/2019,LECMFMP,LEMDA02A,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEMDARR,3/2/2019,LECMFMP,LEMDA02M,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEMDARR,3/2/2019,LECMFMP,LEMDA02X,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
FL7PAU,3/2/2019,LECMFMP,FL7PA02,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR3NO1,3/2/2019,LECSFMP,RR3NO102,LECSNO1,LECS,integrado,Airspace,ERD,C - ATC Capacity
LECSNO1,3/2/2019,LECSFMP,LENO102,LECSNO1,LECS,integrado,Airspace,ERD,C - ATC Capacity
LECSSUR1,3/2/2019,LECSFMP,CPSUR102,LECSSUR,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,3/3/2019,LEBLTMA,LEBLA03L,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LEB1234W,3/3/2019,LEBLTMA,LE123403,LEBL1234W,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LECBMVS,3/3/2019,LECBFMPE,LEMVS03,LECBMVS,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCVN,3/3/2019,LECBFMPE,LECVN03,LECBCVN,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBGOI,3/3/2019,LECBFMPW,LEGOI03,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLGU,3/3/2019,LECBFMPW,LELGU03A,LECBLGU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/3/2019,LECMFMP,LEMDA03M,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMTLLX,3/3/2019,LECMFMP,TLLX03,LECMTLL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZMUX,3/3/2019,LECMFMP,ZMUX03A,LECMZMU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,3/3/2019,LECMFMP,ZGZ03,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZLM,3/3/2019,LECMFMP,ZML03,LECMZLM,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTLU,3/3/2019,LECMFMP,TLU03,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/3/2019,LECMFMP,LEMDA03,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,3/3/2019,LECMFMP,ZGZ03A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/3/2019,LECMFMP,LEMDA03L,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,3/4/2019,LEBLTMA,LEBL04L,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LEMDARR,3/4/2019,LECMFMP,LEMDA04M,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEMDARR,3/4/2019,LECMFMP,LEMDA04E,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,3/4/2019,LECMFMP,LEMDA04,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,3/4/2019,LECMFMP,LEMDA04N,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
RR3NO1,3/4/2019,LECSFMP,RR3NO104,LECSNO1,LECS,integrado,Airspace,ERD,C - ATC Capacity
LECSNCS,3/4/2019,LECSFMP,LENCS04,LECSNCS,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,3/5/2019,LECMFMP,LEMDA05,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,3/5/2019,LECMFMP,LEMDA05A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
RR1SVK,3/6/2019,GCCCFMP,RR1SVK06,GCCCRNE,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,3/6/2019,LEBLTMA,LEBLA06N,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LEMDARR,3/6/2019,LECMFMP,LEMDA06,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEMDARR,3/6/2019,LECMFMP,LEMDA06N,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,3/7/2019,LEBLTMA,LEBLA07N,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LEMDARR,3/7/2019,LECMFMP,LEMDA07,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEMDARR,3/7/2019,LECMFMP,LEMDA07A,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMBLI,3/7/2019,LECMFMP,BLI07,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL7PAU,3/7/2019,LECMFMP,FL7PA07,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR1SEV,3/7/2019,LECSFMP,RR1SEV07,LECSSEV,LECS,integrado,Airspace,ERD,C - ATC Capacity
RR2BA1,3/7/2019,LECSFMP,RR2BA07,LECSBA1,LECS,elemental,Airspace,ERD,C - ATC Capacity
GCXOARR,3/8/2019,GCCCFMP,GCXOA08,GCXO,GCXO,elemental,Aerodrome,ARR,W - Weather
LECBCCC,3/8/2019,LECBFMPE,LECCC08M,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBVVI,3/8/2019,LECBFMPE,LEVVI08M,LECBVVI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBGOI,3/8/2019,LECBFMPW,LEGOI08,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECMASI,3/8/2019,LECMFMP,ASI08M,LECMASI,LECM,integrado,Airspace,ERD,I - ATC Ind Action
LEMDARR,3/8/2019,LECMFMP,LEMDA08,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEMDARR,3/8/2019,LECMFMP,LEMDA08A,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMSAN,3/8/2019,LECMFMP,SAN08A,LECMSAN,LECM,elemental,Airspace,ERD,I - ATC Ind Action
LECMTZI,3/8/2019,LECMFMP,TZI08,LECMTZI,LECM,integrado,Airspace,ERD,I - ATC Ind Action
LEMDARR,3/8/2019,LECMFMP,LEMDA08N,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECSRTA,3/8/2019,LECSFMP,RTA08N,LECSRTA,LECS,integrado,Airspace,ERD,I - ATC Ind Action
GCISOKA1,3/9/2019,GCCCFMP,GCISOK09,GCCCRU6,GCCC,integrado,Airspace,ERD,C - ATC Capacity
GCCCRNE,3/9/2019,GCCCFMP,GCRNE09A,GCCCRNE,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LECBGOI,3/9/2019,LECBFMPW,LEGOI09M,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECMPAU,3/9/2019,LECMFMP,PAU09E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5PAU,3/9/2019,LECMFMP,FL5PAU09,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/9/2019,LECMFMP,LEMDA09M,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
FL4DGU,3/9/2019,LECMFMP,FL4DGU09,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/9/2019,LECMFMP,LEMDA09,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMPAU,3/9/2019,LECMFMP,PAU09A,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECSSEV,3/9/2019,LECSFMP,LESEV09M,LECSSEV,LECS,integrado,Airspace,ERD,C - ATC Capacity
GCISOKA1,3/10/2019,GCCCFMP,GCISOK10,GCCCRU6,GCCC,integrado,Airspace,ERD,C - ATC Capacity
LEBL14W1,3/10/2019,LEBLTMA,LEBLTM10,LEBL14W,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LECBVVI,3/10/2019,LECBFMPE,LEVVI10M,LECBVVI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBGOI,3/10/2019,LECBFMPW,LEGOI10,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECLSUE,3/10/2019,LECLTAC,LESUE10M,LECLSUE,LECL,integrado,Airspace,ERD,C - ATC Capacity
LECMPAU,3/10/2019,LECMFMP,PAU10E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/10/2019,LECMFMP,LEMDA10M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,3/10/2019,LECMFMP,ZGZ10A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/10/2019,LECMFMP,LEMDA10A,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEMDARR,3/10/2019,LECMFMP,LEMDA10N,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,3/10/2019,LECMFMP,LEMDA10X,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEPAARR,3/10/2019,LECPFMP,LEPAA10M,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,W - Weather
GCCCINB,3/11/2019,GCCCFMP,GCINB11,GCCCINB,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,3/11/2019,LEBLTMA,LEBLA11,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBGOI,3/11/2019,LECBFMPW,LEGOI11,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,3/11/2019,LECMFMP,LEMDA11,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
RR3AST,3/11/2019,LECMFMP,RR3AST11,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
RR1BLI,3/11/2019,LECMFMP,RR1BLI11,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEPAARR,3/11/2019,LECPFMP,LEPAA11,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,W - Weather
LEBLARR,3/12/2019,LEBLTMA,LEBLA12,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LEMDARR,3/12/2019,LECMFMP,LEMDA12,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,3/12/2019,LECMFMP,LEMDA12A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,3/12/2019,LECMFMP,LEMDA12L,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEMDARR,3/13/2019,LECMFMP,LEMDA13M,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
GCRRARR,3/14/2019,GCCCFMP,GCRRA14A,GCRR,GCRR,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,3/14/2019,LEBLTMA,LEBLA14A,LEBL,LEBL,elemental,Aerodrome,ARR,T - ATC Equipment
LEMDARR,3/14/2019,LECMFMP,LEMDA14M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMBLI,3/14/2019,LECMFMP,BLI14,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,3/14/2019,LECMFMP,LEMDA14,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMSAN,3/14/2019,LECMFMP,SAN14,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECSCES,3/14/2019,LECSFMP,LECES14A,LECSCES,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,3/15/2019,LEBLTMA,LEBLA15L,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
FL4LVU,3/15/2019,LECBFMPW,FL4LVU15,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/15/2019,LECMFMP,LEMDA15,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMBLI,3/15/2019,LECMFMP,BLI15M,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,3/15/2019,LECMFMP,LEMDA15A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECSNCS,3/15/2019,LECSFMP,NCS15,LECSNCS,LECS,integrado,Airspace,ERD,C - ATC Capacity
GCACARR,3/16/2019,GCCCFMP,GCACA16A,GCRR/FV,GCRR,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
GCCCRCW,3/16/2019,GCCCFMP,GCRCW16M,GCCCRCW,GCCC,elemental,Airspace,ERD,C - ATC Capacity
GCCCRNE,3/16/2019,GCCCFMP,GCRNE16A,GCCCRNE,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LECLSUE,3/16/2019,LECLTAC,LECLSU16,LECLSUE,LECL,integrado,Airspace,ERD,C - ATC Capacity
FL5PAU,3/16/2019,LECMFMP,FL5PA16M,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/16/2019,LECMFMP,LEMDA16M,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEMDARR,3/16/2019,LECMFMP,LEMDA16N,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEMDARR,3/16/2019,LECMFMP,LEMDA16,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
RR3NO1,3/16/2019,LECSFMP,RR3NO116,LECSNO1,LECS,integrado,Airspace,ERD,C - ATC Capacity
GCLP,3/17/2019,GCCCFMP,GCLPG17M,GCLP,GCLP,elemental,Aerodrome,ARR,C - ATC Capacity
GCCCRU6,3/17/2019,GCCCFMP,GCRU617,GCCCRU6,GCCC,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,3/17/2019,LEBLTMA,LEBLA17,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECLSUE,3/17/2019,LECLTAC,LECLT17M,LECLSUE,LECL,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,3/17/2019,LECMFMP,LEMDA17E,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,3/17/2019,LECMFMP,LEMDA17A,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMDGU,3/17/2019,LECMFMP,DGU17M,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMDGL,3/17/2019,LECMFMP,DGL17M,LECMDGL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,3/17/2019,LECMFMP,ZGZ17A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/17/2019,LECMFMP,LEMDA17L,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
RR2SEV,3/17/2019,LECSFMP,RR2SEV17,LECSSEV,LECS,integrado,Airspace,ERD,R - ATC Routeings
RR3SEV,3/17/2019,LECSFMP,RR3SEV17,LECSSEV,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,3/18/2019,LECMFMP,LEMDA18,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMASU,3/18/2019,LECMFMP,ASU18,LECMASU,LECM,elemental,Airspace,ERD,M - Airspace Management
LECMDGU,3/18/2019,LECMFMP,DGU18,LECMDGU,LECM,elemental,Airspace,ERD,M - Airspace Management
LECMSAU,3/18/2019,LECMFMP,SAU18,LECMSAU,LECM,elemental,Airspace,ERD,M - Airspace Management
LECMNWL,3/18/2019,LECMFMP,NWL18A,LECMNWL,LECM,elemental,Airspace,ERD,M - Airspace Management
LEMDARR,3/18/2019,LECMFMP,LEMDA18A,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEMDARR,3/18/2019,LECMFMP,LEMDA18N,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
GCCCRWS,3/19/2019,GCCCFMP,GCRWS19,GCCCRWS,GCCC,integrado,Airspace,ERD,O - Other
LECLTMN,3/19/2019,LECLTAC,LECLTM19,LECLTMN,LECL,integrado,Airspace,ERD,C - ATC Capacity
LECMT9,3/19/2019,LECMFMP,LECMT919,LECMSAN,LECM,elemental,Airspace,ERD,O - Other
LECMT213,3/19/2019,LECMFMP,LET21319,LECMSAN,LECM,elemental,Airspace,ERD,O - Other
LEMDARR,3/19/2019,LECMFMP,LEMDA19M,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMSAU,3/19/2019,LECMFMP,SAU19,LECMSAU,LECM,elemental,Airspace,ERD,O - Other
LECMPAU,3/19/2019,LECMFMP,PAU19,LECMPAU,LECM,elemental,Airspace,ERD,M - Airspace Management
LEMDARR,3/19/2019,LECMFMP,LEMDA19,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMNWL,3/19/2019,LECMFMP,NWL19,LECMNWL,LECM,elemental,Airspace,ERD,O - Other
LECMDGU,3/19/2019,LECMFMP,DGU19,LECMDGU,LECM,elemental,Airspace,ERD,M - Airspace Management
LEMDARR,3/19/2019,LECMFMP,LEMDA19L,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMPAI,3/19/2019,LECMFMP,PAI19L,LECMPAI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECBLGU,3/20/2019,LECBFMPW,LELGU20A,LECBLGU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBGOI,3/20/2019,LECBFMPW,LEGOI20,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,3/20/2019,LECMFMP,LEMDA20,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMDGU,3/20/2019,LECMFMP,DGU20,LECMDGU,LECM,elemental,Airspace,ERD,M - Airspace Management
LEMDARR,3/20/2019,LECMFMP,LEMDA20A,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMSAN,3/20/2019,LECMFMP,SAN20,LECMSAN,LECM,elemental,Airspace,ERD,M - Airspace Management
GCCCINB,3/21/2019,GCCCFMP,GCINB21A,GCCCINB,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBL23E1,3/21/2019,LEBLTMA,LE23E121,LEBL23E,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,3/21/2019,LEBLTMA,LEBLA21,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBMVS,3/21/2019,LECBFMPE,LEMVS21,LECBMVS,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCVN,3/21/2019,LECBFMPE,LECVN21,LECBCVN,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBPPI,3/21/2019,LECBFMPW,LEPPI21,LECBPPI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLGU,3/21/2019,LECBFMPW,LELGU21A,LECBLGU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBGOI,3/21/2019,LECBFMPW,LEGOI21,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,3/21/2019,LECMFMP,LEMDA21M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL2DGU,3/21/2019,LECMFMP,FL2DGU21,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMNWL,3/21/2019,LECMFMP,LECMNW21,LECMNWL,LECM,elemental,Airspace,ERD,M - Airspace Management
LEMDARR,3/21/2019,LECMFMP,LEMDA21D,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMSAU,3/21/2019,LECMFMP,SAU21A,LECMSAU,LECM,elemental,Airspace,ERD,M - Airspace Management
LEMDARR,3/21/2019,LECMFMP,LEMDA21N,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMDGU,3/21/2019,LECMFMP,DGU21N,LECMDGU,LECM,elemental,Airspace,ERD,M - Airspace Management
LEBLDDI1,3/22/2019,LEBLTMA,LEDDI22,LEBLDDI,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,3/22/2019,LEBLTMA,LEBLA22,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBVVI,3/22/2019,LECBFMPE,LEVVI22,LECBVVI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLVU,3/22/2019,LECBFMPW,LELVU22,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,3/22/2019,LECMFMP,LEMDA22,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMNWL,3/22/2019,LECMFMP,NWL22,LECMNWL,LECM,elemental,Airspace,ERD,M - Airspace Management
